time,latitude,longitude,depth,mag
2024-11-23T10:25:35.232Z,-2.8697,145.7214,10.0,5.1
2024-11-22T07:51:05.718Z,2.5891,128.2336,68.892,5.1
2024-11-21T15:39:48.401Z,11.7017,144.3333,10.0,5.0
2024-11-21T12:12:53.535Z,-2.32,138.9634,35.773,5.2
2024-11-20T15:09:04.939Z,46.4137,136.0994,437.348,5.1
2024-11-20T14:55:42.678Z,18.1848,145.4512,289.199,5.0
2024-11-19T18:36:11.645Z,34.0768,138.3387,249.022,5.0
2024-11-19T08:34:02.404Z,6.1462,126.1658,105.102,5.1
2024-11-18T03:35:34.227Z,20.7794,121.9014,18.497,5.1
2024-11-18T02:18:49.956Z,15.097,147.1498,10.0,5.1
2024-11-17T18:55:36.976Z,-4.7992,153.2955,63.576,5.1
2024-11-17T12:16:29.874Z,29.0424,131.3968,8.0,6.1
2024-11-16T13:47:35.807Z,53.1113,159.8822,56.37,5.0
2024-11-16T12:22:17.410Z,41.0392,141.0132,9.94,5.0
2024-11-15T05:28:30.650Z,-4.7548,153.2923,56.0,6.6
2024-11-14T19:08:17.852Z,-6.0117,104.3629,92.099,5.1
2024-11-13T05:13:20.904Z,36.5137,71.1648,231.72,5.0
2024-11-12T14:31:59.248Z,-4.6006,152.4987,87.552,5.3
2024-11-12T09:24:29.442Z,0.5861,126.1349,34.193,5.2
2024-11-11T13:35:31.309Z,-5.404,125.7974,517.961,5.0
2024-11-11T10:16:53.821Z,20.1687,145.7964,8.0,5.5
2024-11-11T10:08:20.774Z,-4.957,132.1086,22.782,5.0
2024-11-10T22:35:13.094Z,-4.9353,132.0487,10.0,5.1
2024-11-10T21:29:00.217Z,-4.9172,132.0496,10.0,5.0
2024-11-09T20:37:50.966Z,45.3508,98.832,10.0,5.0
2024-11-09T05:00:39.995Z,32.3106,142.4167,10.0,5.0
2024-11-08T23:26:35.662Z,25.4584,142.8157,17.984,5.0
2024-11-07T19:53:54.072Z,25.4503,142.847,10.0,5.1
2024-11-07T16:42:05.663Z,-5.6899,154.3528,97.133,5.2
2024-11-07T02:12:33.993Z,25.4531,142.8164,10.0,5.0
2024-11-07T01:11:47.302Z,25.4937,142.7925,10.0,5.2
2024-11-06T22:59:15.938Z,25.3721,142.6759,10.0,5.1
2024-11-06T22:59:01.090Z,25.4025,143.156,10.0,5.1
2024-11-06T22:55:03.607Z,25.4039,142.8586,8.0,5.8
2024-11-06T17:19:38.479Z,23.5101,121.6598,25.833,5.0
2024-11-06T14:36:21.520Z,-4.7663,153.3071,35.0,5.9
2024-11-05T10:06:03.806Z,49.4545,147.111,590.621,5.3
2024-11-03T12:09:52.136Z,25.4139,142.859,10.0,5.0
2024-11-01T17:19:13.559Z,-0.5287,125.852,37.961,5.1
2024-10-31T17:46:27.498Z,-6.8848,155.4595,39.502,5.3
2024-10-30T12:18:51.671Z,-4.4064,150.0827,509.0,6.0
2024-10-27T04:49:49.007Z,54.6412,160.5356,90.891,5.2
2024-10-26T08:35:57.334Z,40.96,83.9942,10.0,5.1
2024-10-25T00:00:32.139Z,-5.288,151.701,61.116,5.1
2024-10-24T18:52:10.287Z,-5.0842,152.1733,62.847,5.1
2024-10-24T17:51:27.678Z,25.4971,142.6492,10.0,5.1
2024-10-23T14:38:04.614Z,49.394,155.6369,40.0,6.2
2024-10-22T12:08:32.720Z,-2.9805,147.4269,10.0,5.1
2024-10-22T02:36:18.609Z,-6.0452,130.3336,10.0,5.1
2024-10-21T08:35:08.532Z,-1.138,127.3953,10.0,5.0
2024-10-21T08:24:05.925Z,-1.2346,127.2704,10.0,5.0
2024-10-21T08:08:33.280Z,-1.1526,127.2649,10.0,5.0
2024-10-21T06:32:35.236Z,-1.177,127.3252,10.0,5.6
2024-10-21T04:12:15.294Z,-1.0987,127.4191,10.0,5.1
2024-10-21T03:24:16.301Z,-1.1774,127.4529,16.0,5.8
2024-10-19T18:07:13.624Z,0.4909,119.9077,62.475,5.2
2024-10-18T09:18:22.971Z,25.22,142.799,10.0,5.4
2024-10-18T05:25:17.069Z,-7.4667,156.3264,10.0,5.0
2024-10-18T04:38:07.288Z,40.2403,142.2895,60.402,5.2
2024-10-18T01:41:59.064Z,-6.7981,155.1677,35.0,5.0
2024-10-16T18:56:51.147Z,36.5224,70.5681,205.0,5.9
2024-10-16T03:41:13.766Z,19.1806,147.0699,10.0,5.1
2024-10-15T20:40:33.633Z,-9.8511,151.8987,10.0,5.3
2024-10-13T07:01:41.653Z,5.5054,94.2922,43.374,5.3
2024-10-12T03:50:37.992Z,55.3379,163.1218,10.0,5.3
2024-10-12T01:11:57.329Z,-0.1377,125.1625,46.11,5.1
2024-10-11T04:40:54.951Z,22.9505,95.9411,10.0,5.0
2024-10-03T10:43:13.774Z,-0.9168,148.4037,10.0,5.0
2024-10-03T03:09:05.071Z,12.1586,143.9809,10.0,5.0
2024-10-01T21:19:49.760Z,14.1621,124.8171,10.0,5.9
2024-10-01T09:28:05.313Z,-5.9828,124.8988,576.0,6.1
2024-10-01T07:10:38.542Z,0.4813,122.3155,122.886,5.0
2024-10-01T01:33:38.644Z,-5.2843,152.6343,35.0,5.0
2024-09-30T12:21:58.340Z,53.0161,160.2468,30.0,5.9
2024-09-29T11:09:16.673Z,2.4975,126.838,46.013,5.2
2024-09-29T06:53:33.969Z,10.5139,124.465,10.0,5.0
2024-09-28T12:32:38.564Z,25.8513,141.7033,86.547,5.2
2024-09-27T02:23:00.926Z,-11.0022,161.4331,10.0,5.2
2024-09-26T07:01:09.508Z,42.8235,145.0928,50.0,5.5
2024-09-23T23:14:20.196Z,31.5066,140.0417,19.112,5.6
2024-09-23T19:51:02.568Z,-0.0469,122.8918,143.0,6.0
2024-09-20T05:13:43.299Z,23.4478,142.5144,100.099,5.1
2024-09-19T10:17:52.151Z,-5.5724,82.6728,10.0,5.1
2024-09-19T08:41:00.921Z,-5.5707,147.4561,192.506,5.5
2024-09-19T07:47:26.751Z,2.3789,128.4621,41.584,5.1
2024-09-19T07:45:33.708Z,2.1924,128.6935,26.101,5.2
2024-09-19T05:20:57.102Z,10.461,91.6084,10.0,5.2
2024-09-18T02:41:06.723Z,-7.2418,107.5662,10.0,5.0
2024-09-16T14:13:46.241Z,31.6079,131.8109,10.257,5.5
2024-09-16T11:36:34.522Z,17.1539,147.2254,31.0,6.3
2024-09-15T13:08:08.287Z,1.3429,118.4805,6.526,5.5
2024-09-15T09:54:33.875Z,-7.3767,106.6662,51.169,5.0
2024-09-14T21:37:37.604Z,1.8932,99.0554,127.607,5.0
2024-09-14T11:41:32.385Z,13.0307,144.2535,10.0,5.5
2024-09-13T23:03:41.334Z,29.8106,130.9208,30.0,5.7
2024-09-13T06:33:47.161Z,4.6972,126.5809,60.965,5.0
2024-09-12T23:48:17.804Z,30.9789,141.3145,45.941,5.2
2024-09-12T06:20:23.033Z,12.0127,143.7299,10.0,5.1
2024-09-11T16:46:05.054Z,-3.2871,146.4088,8.0,6.3
2024-09-11T07:28:02.928Z,31.2637,70.5845,31.0,5.1
2024-09-09T21:01:29.242Z,4.3404,126.7337,48.5,5.1
2024-09-08T23:15:32.438Z,-4.1123,142.9635,66.504,5.0
2024-09-08T14:53:24.791Z,-10.808,166.25,191.245,5.0
2024-09-08T05:01:40.450Z,-7.3916,156.1867,35.938,5.3
2024-09-07T13:42:52.564Z,32.2043,137.7326,384.984,5.2
2024-09-06T19:02:01.444Z,-8.1642,106.829,10.274,5.0
2024-09-06T01:06:35.535Z,-5.4079,102.6434,19.632,5.3
2024-09-05T04:31:28.758Z,-0.2348,124.5515,36.451,5.2
2024-09-05T01:03:15.672Z,-3.5428,144.1953,7.0,6.2
